"thread_id"	"thread_created_at"	"review_url"	"review_path"	"original_line"	"claim_heading"	"status_at_capture"	"falsifier"	"resolution_state"	"relationship"	"source_change_commit"	"evidence_kind"	"evidence_commit"	"evidence_pr"	"evidence_pr_title"	"evidence_merged_at"	"current_target"	"current_target_identity"	"current_owner_change_commit"	"current_owner_evidence_kind"	"current_owner_evidence_commit"	"current_owner_evidence_pr"	"current_owner_evidence_pr_title"	"current_owner_evidence_merged_at"	"current_owner_change_subject"	"source_change_subject"	"verification_method"
"PRRT_kwDOR3YK5M6X3lYa"	"2026-08-10T12:33:42Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1306#discussion_r3749492959"	"src/amd/terascale/vulkan/tests/terakan_softfp64_lifetime_contract_test.py"	"65"	"reject exits that precede the expected goto"	"repair-required"	"A calibrated early-return mutant is rejected."	"resolved"	"same-source"	"e8a8180a26d2c225dd529b97c7fd7d0a0e5b423e"	"merged-pr"	"b8aab74650599b063df3eef1480938a0e419b74f"	"2015"	"terakan: calibrate softfp64 failure-edge contract"	"2026-08-29T00:28:58Z"	"src/amd/terascale/vulkan/tests/terakan_softfp64_lifetime_contract_test.py"	"a8b770282cd05718bcc4885ed0db0015475053ae"	"e8a8180a26d2c225dd529b97c7fd7d0a0e5b423e"	"merged-pr"	"b8aab74650599b063df3eef1480938a0e419b74f"	"2015"	"terakan: calibrate softfp64 failure-edge contract"	"2026-08-29T00:28:58Z"	"terakan: calibrate softfp64 failure-edge mutants"	"terakan: calibrate softfp64 failure-edge mutants"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6Yb3vf"	"2026-08-12T02:30:07Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1395#discussion_r3763174319"	"src/gallium/drivers/r300/r300_r2vb.c"	"3933"	"add symbol discovery provenance to the psc claim"	"unassessed"	""	"resolved"	"same-source"	"ae6e610ef98dbb0205e6bf6ef6a1ab79d7c53de7"	"merged-pr"	"8cdc9715221cd8a77db259655a013ac23d5f27e7"	"2041"	"r300: separate PM4 vertex index and count limits"	"2026-08-29T09:01:16Z"	"src/gallium/drivers/r300/r300_r2vb.c"	"9a5b7eadb021a26eabf7076907774f610701cbb5"	"ae6e610ef98dbb0205e6bf6ef6a1ab79d7c53de7"	"merged-pr"	"8cdc9715221cd8a77db259655a013ac23d5f27e7"	"2041"	"r300: separate PM4 vertex index and count limits"	"2026-08-29T09:01:16Z"	"r300: separate PM4 vertex index and count limits"	"r300: separate PM4 vertex index and count limits"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6YcP8D"	"2026-08-12T03:10:44Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1399#discussion_r3763320185"	"src/amd/r300/vulkan/tests/r3v_native_loader_sweep.c"	"84"	"retry waitpid when a signal interrupts the wait"	"unassessed"	""	"resolved"	"same-source"	"5e17ae58ba995f6aa0d75ba8d1bbc47bfcb4287a"	"merged-pr"	"a0a60ffb456f31438896f5e87ee37204907b384b"	"2017"	"r3v: retry interrupted loader child waits"	"2026-08-29T00:30:39Z"	"src/amd/r300/vulkan/tests/r3v_native_loader_sweep.c"	"bba7c54127374845908d75eac40d41aa464165ba"	"5e17ae58ba995f6aa0d75ba8d1bbc47bfcb4287a"	"merged-pr"	"a0a60ffb456f31438896f5e87ee37204907b384b"	"2017"	"r3v: retry interrupted loader child waits"	"2026-08-29T00:30:39Z"	"r3v: retry interrupted loader child waits"	"r3v: retry interrupted loader child waits"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6YckKP"	"2026-08-12T03:44:34Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1403#discussion_r3763442732"	"src/amd/r300/vulkan/tests/run_under_xvfb.sh"	"71"	"terminate the wrapped command s descendants"	"repair-required"	"A calibrated wrapped process tree exits without leaving any descendant alive."	"resolved"	"same-source"	"c90243715efa42fc8693aef40e6f7a984d25ce68"	"merged-pr"	"1c1388ea0d906510c32321e4261be54e998bf7ac"	"2018"	"r3v: own Xvfb command groups and stdin"	"2026-08-29T00:42:11Z"	"src/amd/r300/vulkan/tests/run_under_xvfb.sh"	"50daffdf6ce0e10b7e09b6074ff9c2f40568bcdc"	"c90243715efa42fc8693aef40e6f7a984d25ce68"	"merged-pr"	"1c1388ea0d906510c32321e4261be54e998bf7ac"	"2018"	"r3v: own Xvfb command groups and stdin"	"2026-08-29T00:42:11Z"	"r3v: own Xvfb command groups and stdin"	"r3v: own Xvfb command groups and stdin"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6YckKT"	"2026-08-12T03:44:34Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1403#discussion_r3763442736"	"src/amd/r300/vulkan/tests/run_under_xvfb.sh"	"172"	"preserve stdin when backgrounding the command"	"repair-required"	"A piped-input calibration reaches the wrapped background command unchanged."	"resolved"	"same-source"	"c90243715efa42fc8693aef40e6f7a984d25ce68"	"merged-pr"	"1c1388ea0d906510c32321e4261be54e998bf7ac"	"2018"	"r3v: own Xvfb command groups and stdin"	"2026-08-29T00:42:11Z"	"src/amd/r300/vulkan/tests/run_under_xvfb.sh"	"50daffdf6ce0e10b7e09b6074ff9c2f40568bcdc"	"c90243715efa42fc8693aef40e6f7a984d25ce68"	"merged-pr"	"1c1388ea0d906510c32321e4261be54e998bf7ac"	"2018"	"r3v: own Xvfb command groups and stdin"	"2026-08-29T00:42:11Z"	"r3v: own Xvfb command groups and stdin"	"r3v: own Xvfb command groups and stdin"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6YcmNY"	"2026-08-12T03:47:23Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1404#discussion_r3763454902"	"src/amd/r300/vulkan/tests/r3v_native_entrypoint_audit.py"	"546"	"track the pointer that guards each optional call"	"unassessed"	""	"resolved"	"same-source"	"2e6f3657498a58de02bb387b07ebfd6de192abad"	"merged-pr"	"0512406dca34b5f9e12361155d7d11fc4bc90568"	"2019"	"r3v: preserve guarded dispatch dependency edges"	"2026-08-29T01:04:56Z"	"src/amd/r300/vulkan/tests/r3v_native_entrypoint_audit.py"	"d3625492a8cd9fd233069920998ee89056a70b68"	"2e6f3657498a58de02bb387b07ebfd6de192abad"	"merged-pr"	"0512406dca34b5f9e12361155d7d11fc4bc90568"	"2019"	"r3v: preserve guarded dispatch dependency edges"	"2026-08-29T01:04:56Z"	"r3v: preserve guarded dispatch dependency edges"	"r3v: preserve guarded dispatch dependency edges"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6YcmNc"	"2026-08-12T03:47:23Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1404#discussion_r3763454907"	"src/amd/r300/vulkan/meson.build"	"524"	"calibrate the extra slot failure in isolation"	"unassessed"	""	"resolved"	"same-source"	"82087a506a7f43a7603ca36e5431a8aa24f08396"	"merged-pr"	"ba1652a87e55351b40743b79f0bec9dee44a9f6b"	"2057"	"r3v native separation audit input validation"	"2026-08-29T15:35:47Z"	"src/amd/r300/vulkan/meson.build"	"7e26c2f56fb8b1afdd1ceb271412721de87f37d3"	"82087a506a7f43a7603ca36e5431a8aa24f08396"	"merged-pr"	"ba1652a87e55351b40743b79f0bec9dee44a9f6b"	"2057"	"r3v native separation audit input validation"	"2026-08-29T15:35:47Z"	"r3v: harden native separation audit inputs"	"r3v: harden native separation audit inputs"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6Yc3Z1"	"2026-08-12T04:16:40Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1407#discussion_r3763557278"	"src/amd/r300/vulkan/r3v_native_cell.c"	"88"	"detect aliases of the same gem bo across separate mappings"	"unassessed"	""	"resolved"	"same-source"	"aa62b70798ae6ddc3a07e1da7989568d18b4be4d"	"merged-pr"	"b01c1dcb5a836bb8a64fcc3890c5cd73fe0e09b1"	"2056"	"r3v GPU producer viewport and carrier retention"	"2026-08-29T15:06:35Z"	"src/amd/r300/vulkan/r3v_native_cell.c"	"9c7b1daf0877bcc03e27fb883ec8041580435e01"	"aa62b70798ae6ddc3a07e1da7989568d18b4be4d"	"merged-pr"	"b01c1dcb5a836bb8a64fcc3890c5cd73fe0e09b1"	"2056"	"r3v GPU producer viewport and carrier retention"	"2026-08-29T15:06:35Z"	"r3v: project GPU producer positions before carrier emission"	"r3v: project GPU producer positions before carrier emission"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6Yc3Z4"	"2026-08-12T04:16:40Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1407#discussion_r3763557282"	"src/amd/r300/vulkan/r3v_native_cell.c"	"503"	"remove the internal source path from the comment"	"unassessed"	""	"resolved"	"same-source"	"aa62b70798ae6ddc3a07e1da7989568d18b4be4d"	"merged-pr"	"b01c1dcb5a836bb8a64fcc3890c5cd73fe0e09b1"	"2056"	"r3v GPU producer viewport and carrier retention"	"2026-08-29T15:06:35Z"	"src/amd/r300/vulkan/r3v_native_cell.c"	"9c7b1daf0877bcc03e27fb883ec8041580435e01"	"aa62b70798ae6ddc3a07e1da7989568d18b4be4d"	"merged-pr"	"b01c1dcb5a836bb8a64fcc3890c5cd73fe0e09b1"	"2056"	"r3v GPU producer viewport and carrier retention"	"2026-08-29T15:06:35Z"	"r3v: project GPU producer positions before carrier emission"	"r3v: project GPU producer positions before carrier emission"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6Yc3Z7"	"2026-08-12T04:16:40Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1407#discussion_r3763557286"	"src/amd/r300/vulkan/tests/r3v_native_vertex_carrier_harness.c"	"209"	"bind the byte fixture to the canonical triangle oracle"	"unassessed"	""	"resolved"	"same-source"	"1f9ea211a3195f5f5851b263d0e229e97756c31f"	"merged-pr"	"b27182bc6b00f90e754d21ff900b885d6e064a63"	"2020"	"r3v: stage carrier gathers before aliased writes"	"2026-08-29T01:24:16Z"	"src/amd/r300/vulkan/tests/r3v_native_vertex_carrier_harness.c"	"afd47274a2f6ab043ed3387319db1380e649590d"	"1f9ea211a3195f5f5851b263d0e229e97756c31f"	"merged-pr"	"b27182bc6b00f90e754d21ff900b885d6e064a63"	"2020"	"r3v: stage carrier gathers before aliased writes"	"2026-08-29T01:24:16Z"	"r3v: stage carrier gathers before aliased writes"	"r3v: stage carrier gathers before aliased writes"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6Yc3Z9"	"2026-08-12T04:16:40Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1407#discussion_r3763557288"	"src/amd/r300/vulkan/tests/r3v_native_vertex_carrier_harness.c"	"193"	"attach a discovery source to the vap byte order claim"	"unassessed"	""	"resolved"	"same-source"	"1f9ea211a3195f5f5851b263d0e229e97756c31f"	"merged-pr"	"b27182bc6b00f90e754d21ff900b885d6e064a63"	"2020"	"r3v: stage carrier gathers before aliased writes"	"2026-08-29T01:24:16Z"	"src/amd/r300/vulkan/tests/r3v_native_vertex_carrier_harness.c"	"afd47274a2f6ab043ed3387319db1380e649590d"	"1f9ea211a3195f5f5851b263d0e229e97756c31f"	"merged-pr"	"b27182bc6b00f90e754d21ff900b885d6e064a63"	"2020"	"r3v: stage carrier gathers before aliased writes"	"2026-08-29T01:24:16Z"	"r3v: stage carrier gathers before aliased writes"	"r3v: stage carrier gathers before aliased writes"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6Yc3Z_"	"2026-08-12T04:16:40Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1407#discussion_r3763557291"	"src/amd/r300/vulkan/tests/r3v_native_vertex_carrier_harness.c"	"303"	"state the alias test as a present tense mechanism"	"unassessed"	""	"resolved"	"same-source"	"1f9ea211a3195f5f5851b263d0e229e97756c31f"	"merged-pr"	"b27182bc6b00f90e754d21ff900b885d6e064a63"	"2020"	"r3v: stage carrier gathers before aliased writes"	"2026-08-29T01:24:16Z"	"src/amd/r300/vulkan/tests/r3v_native_vertex_carrier_harness.c"	"afd47274a2f6ab043ed3387319db1380e649590d"	"1f9ea211a3195f5f5851b263d0e229e97756c31f"	"merged-pr"	"b27182bc6b00f90e754d21ff900b885d6e064a63"	"2020"	"r3v: stage carrier gathers before aliased writes"	"2026-08-29T01:24:16Z"	"r3v: stage carrier gathers before aliased writes"	"r3v: stage carrier gathers before aliased writes"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6YiPRn"	"2026-08-12T10:35:17Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1478#discussion_r3765620587"	"src/amd/r300/vulkan/tests/r3v_native_arming_test.c"	"148"	"reserve space for the attempt token suffix"	"unassessed"	""	"resolved"	"same-source"	"a1a73837ae45008dd14753cf1bed778af74ecdb3"	"merged-pr"	"12e0d7f32841c7b5ec97993d8299d611ff3bc9fd"	"2022"	"r3v: preflight arming token path capacity"	"2026-08-29T01:53:46Z"	"src/amd/r300/vulkan/tests/r3v_native_arming_test.c"	"12abbb18760c5d2ad744156fd3b94bdbd3cd825c"	"a1a73837ae45008dd14753cf1bed778af74ecdb3"	"merged-pr"	"12e0d7f32841c7b5ec97993d8299d611ff3bc9fd"	"2022"	"r3v: preflight arming token path capacity"	"2026-08-29T01:53:46Z"	"r3v: preflight arming token path capacity"	"r3v: preflight arming token path capacity"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6YiliQ"	"2026-08-12T10:56:28Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1486#discussion_r3765752512"	"docs/hardware/r3v-native-attended-cell-procedure.md"	"107"	"point the variable at the tcl bypass replay tool"	"unassessed"	""	"resolved"	"same-source"	"a7817d2912b7f6fdfa78e734ce1a4e5829dd5cc9"	"merged-pr"	"27e65ccdb5ddb33921e1b48818012103386e9ab8"	"2024"	"docs: bind attended suite to TCL replay binary"	"2026-08-29T02:04:40Z"	"docs/hardware/r3v-native-attended-cell-procedure.md"	"df3adb6b803e77f0b91093e756d6b82a2e303257"	"a7817d2912b7f6fdfa78e734ce1a4e5829dd5cc9"	"merged-pr"	"27e65ccdb5ddb33921e1b48818012103386e9ab8"	"2024"	"docs: bind attended suite to TCL replay binary"	"2026-08-29T02:04:40Z"	"docs: bind attended suite to TCL replay binary"	"docs: bind attended suite to TCL replay binary"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6Yimy3"	"2026-08-12T10:57:33Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1487#discussion_r3765760103"	"src/gallium/drivers/r300/r300_reg.h"	"3538"	"replace the survey name with the measured register property"	"unassessed"	""	"resolved"	"renamed-source"	"02e578b642d027a714510588270ca37eef1888e6"	"merged-pr"	"02e578b642d027a714510588270ca37eef1888e6"	"1587"	"r300: build the common layer without Gallium includes"	"2026-08-13T02:00:20Z"	"src/amd/r300/common/r300_reg.h"	"4e186f431485c093f6a8e0483369538c6a032f67"	"02e578b642d027a714510588270ca37eef1888e6"	"merged-pr"	"02e578b642d027a714510588270ca37eef1888e6"	"1587"	"r300: build the common layer without Gallium includes"	"2026-08-13T02:00:20Z"	"r300: build the common layer without Gallium includes"	"r300: build the common layer without Gallium includes"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
